FishID,dataset,mig.bool2,mig.bool,stray.bool2,stray.bool,prbt,old.std.prbt,F1,HybridClasses3,HC3.int,HybridClasses2,HC2.int
PIT_89448,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89426,migration,0,0,0,NA,0.001818182,-0.614849459,NA,WCT,1,WCT/LHyb,1
PIT_89436,migration,0,0,0,NA,0.095320624,-0.07102512,NA,LHyb,2,WCT/LHyb,1
PIT_89444,migration,0,0,0,NA,0.002747253,-0.609445842,NA,WCT,1,WCT/LHyb,1
PIT_89465,migration,0,0,0,NA,0.000883392,-0.620286339,NA,WCT,1,WCT/LHyb,1
PIT_89449,migration,0,0,0,NA,0.493091537,2.242470648,NA,LHyb,2,WCT/LHyb,1
PIT_89479,migration,0,0,0,NA,0.01396648,-0.544193122,NA,LHyb,2,WCT/LHyb,1
PIT_89450,migration,0,0,0,NA,0.000874126,-0.620340232,NA,WCT,1,WCT/LHyb,1
PIT_89438,migration,0,0,0,NA,0.026315789,-0.472367673,NA,LHyb,2,WCT/LHyb,1
PIT_89467,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89428,migration,0,0,0,NA,0.75,3.73668911,NA,HHyb,3,HHyb,2
PIT_89490,migration,0,0,0,NA,0.014808362,-0.539296609,NA,LHyb,2,WCT/LHyb,1
PIT_89437,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89427,migration,0,0,0,NA,0.000863558,-0.620401697,NA,WCT,1,WCT/LHyb,1
PIT_89447,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10867,migration,0,0,0,NA,0.146701389,0.227813177,NA,LHyb,2,WCT/LHyb,1
PIT_10701,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10695,migration,0,0,0,NA,0.007839721,-0.579827278,NA,LHyb,2,WCT/LHyb,1
PIT_10672,migration,0,0,0,NA,0.046966732,-0.352258667,NA,LHyb,2,WCT/LHyb,1
PIT_89466,migration,0,0,0,NA,0.002808989,-0.609086776,NA,WCT,1,WCT/LHyb,1
PIT_137838,migration,0,0,0,NA,0.001831502,-0.614771988,NA,WCT,1,WCT/LHyb,1
PIT_89337,migration,0,0,0,NA,0.020833333,-0.504254466,NA,LHyb,2,WCT/LHyb,1
PIT_10692,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_139530,migration,0,0,0,NA,0.008802817,-0.574225766,NA,LHyb,2,WCT/LHyb,1
PIT_134028,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10677,migration,0,0,0,NA,0.001582278,-0.616221513,NA,WCT,1,WCT/LHyb,1
PIT_10666,migration,0,0,0,NA,0.091943958,-0.09066432,NA,LHyb,2,WCT/LHyb,1
PIT_139289,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10667,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_89371,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_89317,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_89348,migration,0,0,0,NA,0.000884956,-0.620277243,NA,WCT,1,WCT/LHyb,1
PIT_10700,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10636,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10330,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10647,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_10705,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10645,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10633,migration,0,0,0,NA,0.000897666,-0.62020332,NA,WCT,1,WCT/LHyb,1
MORT_5_072314,migration,0,0,0,NA,0.002692998,-0.609761397,NA,WCT,1,WCT/LHyb,1
PIT_89642,migration,0,0,0,NA,0.002857143,-0.608806705,NA,WCT,1,WCT/LHyb,1
PIT_139129,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_139088,migration,0,0,0,NA,0.149897331,0.246401259,NA,LHyb,2,WCT/LHyb,1
PIT_89389,migration,0,0,0,NA,0.497076023,2.265645021,NA,LHyb,2,WCT/LHyb,1
PIT_10704,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_137783,migration,0,0,0,NA,0.001763668,-0.615166521,NA,WCT,1,WCT/LHyb,1
PIT_89325,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10638,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10665,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10702,migration,0,0,0,NA,0.001782531,-0.615056811,NA,WCT,1,WCT/LHyb,1
PIT_89326,migration,0,0,0,NA,0.107515658,-9.70E-05,NA,LHyb,2,WCT/LHyb,1
PIT_10691,migration,0,0,0,NA,0.000860585,-0.620418988,NA,WCT,1,WCT/LHyb,1
PIT_10664,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10662,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_89530,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10706,migration,0,0,0,NA,0.036281179,-0.414407459,NA,LHyb,2,WCT/LHyb,1
PIT_89132,migration,0,0,0,NA,0.001694915,-0.615566399,NA,WCT,1,WCT/LHyb,1
PIT_89537,migration,0,0,0,NA,0.250437828,0.83115999,NA,LHyb,2,WCT/LHyb,1
PIT_89533,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_89355,migration,0,0,0,NA,0.001831502,-0.614771988,NA,WCT,1,WCT/LHyb,1
PIT_89534,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89663,migration,0,0,0,NA,0.000914077,-0.620107871,NA,WCT,1,WCT/LHyb,1
PIT_89529,migration,0,0,0,NA,0.000859107,-0.620427585,NA,WCT,1,WCT/LHyb,1
PIT_10683,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_89528,migration,0,0,0,NA,0.002145923,-0.612943268,NA,WCT,1,WCT/LHyb,1
PIT_89479,migration,0,0,0,NA,0.01396648,-0.544193122,NA,LHyb,2,WCT/LHyb,1
PIT_89447,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89512,migration,0,0,0,NA,0.000896057,-0.620212678,NA,WCT,1,WCT/LHyb,1
PIT_89320,migration,0,0,0,NA,0.183478261,0.441713025,NA,LHyb,2,WCT/LHyb,1
PIT_89641,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89538,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10655,migration,0,0,0,NA,0.034031414,-0.427492432,NA,LHyb,2,WCT/LHyb,1
PIT_89504,migration,0,0,0,NA,0.175090253,0.392927102,NA,LHyb,2,WCT/LHyb,1
PIT_89518,migration,0,0,0,NA,0.317157712,1.219212923,NA,LHyb,2,WCT/LHyb,1
PIT_89309,migration,0,0,0,NA,0.247826087,0.81596971,NA,LHyb,2,WCT/LHyb,1
PIT_89515,migration,0,0,0,NA,0.121551724,0.081538923,NA,LHyb,2,WCT/LHyb,1
PIT_89523,migration,0,0,0,NA,0.000863558,-0.620401697,NA,WCT,1,WCT/LHyb,1
PIT_89368,migration,0,0,0,NA,0.110412926,0.01675399,NA,LHyb,2,WCT/LHyb,1
PIT_89524,migration,0,0,0,NA,0.000891266,-0.620240543,NA,WCT,1,WCT/LHyb,1
PIT_89513,migration,0,0,0,NA,0.016363636,-0.5302509,NA,LHyb,2,WCT/LHyb,1
PIT_89527,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89308,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_89503,migration,0,0,0,NA,0.115051903,0.043734982,NA,LHyb,2,WCT/LHyb,1
PIT_89496,migration,0,0,0,NA,0.000883392,-0.620286339,NA,WCT,1,WCT/LHyb,1
PIT_10670,migration,0,0,0,NA,0.025,-0.480020501,NA,LHyb,2,WCT/LHyb,1
PIT_89506,migration,0,0,0,NA,0.013722127,-0.545614316,NA,LHyb,2,WCT/LHyb,1
PIT_139082,migration,0,0,0,NA,0.000972763,-0.619766544,NA,WCT,1,WCT/LHyb,1
PIT_615189,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615321,migration,0,0,0,NA,0.002004008,-0.613768667,NA,WCT,1,WCT/LHyb,1
PIT_87761,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_615892,migration,0,0,0,NA,0.130612245,0.134236283,NA,LHyb,2,WCT/LHyb,1
PIT_615825,migration,0,0,0,NA,0.266233766,0.923031554,NA,LHyb,2,WCT/LHyb,1
PIT_87822,migration,0,0,0,NA,0.142857143,0.205454461,NA,LHyb,2,WCT/LHyb,1
PIT_89309,migration,0,0,0,NA,0.247826087,0.81596971,NA,LHyb,2,WCT/LHyb,1
PIT_615963,migration,0,0,0,NA,0.265327696,0.917761714,NA,LHyb,2,WCT/LHyb,1
PIT_87838,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_87686,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89513,migration,0,0,0,NA,0.016363636,-0.5302509,NA,LHyb,2,WCT/LHyb,1
PIT_89503,migration,0,0,0,NA,0.115051903,0.043734982,NA,LHyb,2,WCT/LHyb,1
PIT_615822,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615765,migration,0,0,0,NA,0.268965517,0.93891983,NA,LHyb,2,WCT/LHyb,1
PIT_87824,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_139376,migration,0,0,0,NA,0.022058824,-0.497126825,NA,LHyb,2,WCT/LHyb,1
PIT_89308,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_89496,migration,0,0,0,NA,0.000883392,-0.620286339,NA,WCT,1,WCT/LHyb,1
PIT_89320,migration,0,0,0,NA,0.183478261,0.441713025,NA,LHyb,2,WCT/LHyb,1
PIT_615898,migration,0,0,0,NA,0.06,-0.27645521,NA,LHyb,2,WCT/LHyb,1
PIT_87835,migration,0,0,0,NA,0.001046025,-0.619340441,NA,WCT,1,WCT/LHyb,1
PIT_87769,migration,0,0,0,NA,0.002673797,-0.609873073,NA,WCT,1,WCT/LHyb,1
PIT_87692,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_87812,migration,0,0,0,NA,0.312698413,1.193276966,NA,LHyb,2,WCT/LHyb,1
PIT_87827,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_87778,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87870,migration,0,0,0,NA,0.049342105,-0.338443138,NA,LHyb,2,WCT/LHyb,1
PIT_87860,migration,0,0,0,NA,0.268060837,0.933658075,NA,LHyb,2,WCT/LHyb,1
PIT_89329,migration,0,0,0,NA,0.001779359,-0.61507526,NA,WCT,1,WCT/LHyb,1
PIT_615952,migration,0,0,0,NA,0.334024896,1.317315015,NA,LHyb,2,WCT/LHyb,1
PIT_87768,migration,0,0,0,NA,0.365424431,1.499939458,NA,LHyb,2,WCT/LHyb,1
PIT_139110,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_139314,migration,0,0,0,NA,0.095486111,-0.070062623,NA,LHyb,2,WCT/LHyb,1
PIT_87833,migration,0,0,0,NA,0.000899281,-0.620193927,NA,WCT,1,WCT/LHyb,1
PIT_87821,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87796,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_139083,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87846,migration,0,0,0,NA,0.192160612,0.492210891,NA,LHyb,2,WCT/LHyb,1
PIT_89260,migration,0,0,0,NA,0.097711268,-0.057120773,NA,LHyb,2,WCT/LHyb,1
PIT_87839,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87864,migration,0,0,0,NA,0.004273504,-0.600568935,NA,WCT,1,WCT/LHyb,1
PIT_87823,migration,0,0,0,NA,0.041208791,-0.385747722,NA,LHyb,2,WCT/LHyb,1
PIT_89544,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87751,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87852,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87829,migration,0,0,0,NA,0.134736842,0.158225563,NA,LHyb,2,WCT/LHyb,1
PIT_87765,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87719,migration,0,0,0,NA,0.000880282,-0.620304428,NA,WCT,1,WCT/LHyb,1
PIT_87820,migration,0,0,0,NA,0.001798561,-0.614963578,NA,WCT,1,WCT/LHyb,1
PIT_87845,migration,0,0,0,NA,0.281947262,1.014423622,NA,LHyb,2,WCT/LHyb,1
PIT_87780,migration,0,0,0,NA,0.080139373,-0.159321571,NA,LHyb,2,WCT/LHyb,1
PIT_87836,migration,0,0,0,NA,0.00172117,-0.615413696,NA,WCT,1,WCT/LHyb,1
PIT_713646,migration,0,0,0,NA,0.633928571,3.061600131,NA,HHyb,3,HHyb,2
PIT_87832,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87825,migration,0,0,0,NA,0.153114187,0.26511098,NA,LHyb,2,WCT/LHyb,1
PIT_615312,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87758,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87799,migration,0,0,0,NA,0.22243346,0.668282352,NA,LHyb,2,WCT/LHyb,1
PIT_615357,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713500,migration,0,0,0,NA,0.000888099,-0.620258963,NA,WCT,1,WCT/LHyb,1
PIT_87892,migration,0,0,0,NA,0.000896057,-0.620212678,NA,WCT,1,WCT/LHyb,1
PIT_87899,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87893,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615292,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_87903,migration,0,0,0,NA,0.229400749,0.708805158,NA,LHyb,2,WCT/LHyb,1
PIT_87895,migration,0,0,0,NA,0.119444444,0.069282664,NA,LHyb,2,WCT/LHyb,1
PIT_87905,migration,0,0,0,NA,0.000857633,-0.620436158,NA,WCT,1,WCT/LHyb,1
PIT_87708,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_615893,migration,0,0,0,NA,0.211281071,0.603418371,NA,LHyb,2,WCT/LHyb,1
PIT_87904,migration,0,0,0,NA,0.114391144,0.039891907,NA,LHyb,2,WCT/LHyb,1
PIT_87997,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87966,migration,0,0,0,NA,0.011586453,-0.558035718,NA,LHyb,2,WCT/LHyb,1
PIT_87983,migration,0,0,0,NA,0.048094374,-0.34570013,NA,LHyb,2,WCT/LHyb,1
PIT_87992,migration,0,0,0,NA,0.000869565,-0.620366759,NA,WCT,1,WCT/LHyb,1
PIT_89286,migration,0,0,0,NA,0.126353791,0.109468471,NA,LHyb,2,WCT/LHyb,1
PIT_87979,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87981,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_87987,migration,0,0,0,NA,0.007853403,-0.579747702,NA,LHyb,2,WCT/LHyb,1
PIT_89556,migration,0,0,0,NA,0.49070632,2.228597865,NA,LHyb,2,WCT/LHyb,1
PIT_87971,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87999,migration,0,0,0,NA,0.002590674,-0.610356529,NA,WCT,1,WCT/LHyb,1
PIT_87996,migration,0,0,0,NA,0.038181818,-0.403353055,NA,LHyb,2,WCT/LHyb,1
PIT_89275,migration,0,0,0,NA,0.091964286,-0.09054609,NA,LHyb,2,WCT/LHyb,1
PIT_87995,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87978,migration,0,0,0,NA,0.155783582,0.280636585,NA,LHyb,2,WCT/LHyb,1
PIT_87977,migration,0,0,0,NA,0.109411765,0.010931086,NA,LHyb,2,WCT/LHyb,1
PIT_713694,migration,0,0,0,NA,0.030381944,-0.448718301,NA,LHyb,2,WCT/LHyb,1
PIT_87976,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_87962,migration,0,0,0,NA,0.049418605,-0.337998203,NA,LHyb,2,WCT/LHyb,1
PIT_87951,migration,0,0,0,NA,0.249315068,0.824629848,NA,LHyb,2,WCT/LHyb,1
PIT_87946,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87972,migration,0,0,0,NA,0.163265306,0.324151423,NA,LHyb,2,WCT/LHyb,1
PIT_139285,migration,0,0,0,NA,0.021778584,-0.498756744,NA,LHyb,2,WCT/LHyb,1
PIT_89138,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87969,migration,0,0,0,NA,0.010416667,-0.564839371,NA,LHyb,2,WCT/LHyb,1
PIT_89453,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87953,migration,0,0,0,NA,0.002544529,-0.610624915,NA,WCT,1,WCT/LHyb,1
PIT_87963,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87906,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87943,migration,0,0,0,NA,0.000912409,-0.620117572,NA,WCT,1,WCT/LHyb,1
PIT_87937,migration,0,0,0,NA,0.000868056,-0.620375536,NA,WCT,1,WCT/LHyb,1
PIT_87990,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89475,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87952,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_87940,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87949,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87915,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89265,migration,0,0,0,NA,0.013937282,-0.544362942,NA,LHyb,2,WCT/LHyb,1
PIT_87927,migration,0,0,0,NA,0.001795332,-0.614982359,NA,WCT,1,WCT/LHyb,1
PIT_87942,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87965,migration,0,0,0,NA,0.003466205,-0.605264309,NA,WCT,1,WCT/LHyb,1
PIT_87970,migration,0,0,0,NA,0.001769912,-0.615130205,NA,WCT,1,WCT/LHyb,1
PIT_87926,migration,0,0,0,NA,0.002664298,-0.609928321,NA,WCT,1,WCT/LHyb,1
PIT_89248,migration,0,0,0,NA,0.286701209,1.042073297,NA,LHyb,2,WCT/LHyb,1
PIT_87959,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87961,migration,0,0,0,NA,0.001733102,-0.615344298,NA,WCT,1,WCT/LHyb,1
PIT_89649,migration,0,0,0,NA,0.218309859,0.644298865,NA,LHyb,2,WCT/LHyb,1
PIT_87901,migration,0,0,0,NA,0.003472222,-0.605229313,NA,WCT,1,WCT/LHyb,1
PIT_87932,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87914,migration,0,0,0,NA,0.073283859,-0.199194277,NA,LHyb,2,WCT/LHyb,1
PIT_89461,migration,0,0,0,NA,0.013611615,-0.54625707,NA,LHyb,2,WCT/LHyb,1
PIT_87897,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87936,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87989,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87935,migration,0,0,0,NA,0.191369606,0.487610281,NA,LHyb,2,WCT/LHyb,1
PIT_87934,migration,0,0,0,NA,0.000909091,-0.62013687,NA,WCT,1,WCT/LHyb,1
PIT_87928,migration,0,0,0,NA,0.599038462,2.858673982,NA,HHyb,3,HHyb,2
PIT_79037,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89111,migration,0,0,0,NA,0.001818182,-0.614849459,NA,WCT,1,WCT/LHyb,1
PIT_89242,migration,0,0,0,NA,0.001057082,-0.619276132,NA,WCT,1,WCT/LHyb,1
PIT_616168,migration,0,0,0,NA,0.001160093,-0.618677005,NA,WCT,1,WCT/LHyb,1
PIT_79045,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79044,migration,0,0,0,NA,0.002232143,-0.6124418,NA,WCT,1,WCT/LHyb,1
PIT_713601,migration,0,0,0,NA,0.042461005,-0.378464656,NA,LHyb,2,WCT/LHyb,1
PIT_79011,migration,0,0,0,NA,0.326797386,1.275278724,NA,LHyb,2,WCT/LHyb,1
PIT_79008,migration,0,0,0,NA,0.00117096,-0.6186138,NA,WCT,1,WCT/LHyb,1
PIT_139315,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_139322,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79024,migration,0,0,0,NA,0.269617706,0.94271306,NA,LHyb,2,WCT/LHyb,1
PIT_79032,migration,0,0,0,NA,0.000891266,-0.620240543,NA,WCT,1,WCT/LHyb,1
PIT_89132,migration,0,0,0,NA,0.001694915,-0.615566399,NA,WCT,1,WCT/LHyb,1
PIT_79035,migration,0,0,0,NA,0.229493892,0.709346892,NA,LHyb,2,WCT/LHyb,1
PIT_713630,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79003,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79057,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_133980,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_134034,migration,0,0,0,NA,0.287215412,1.045063979,NA,LHyb,2,WCT/LHyb,1
PIT_79046,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713721,migration,0,0,0,NA,0.000896057,-0.620212678,NA,WCT,1,WCT/LHyb,1
PIT_89521,migration,0,0,0,NA,0.224950884,0.68292407,NA,LHyb,2,WCT/LHyb,1
PIT_79050,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_713752,migration,0,0,0,NA,0.221402214,0.662284469,NA,LHyb,2,WCT/LHyb,1
PIT_79076,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79051,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_139141,migration,0,0,0,NA,0.227069351,0.695245395,NA,LHyb,2,WCT/LHyb,1
PIT_79053,migration,0,0,0,NA,0.248653501,0.820782074,NA,LHyb,2,WCT/LHyb,1
PIT_79054,migration,0,0,0,NA,0.296208531,1.097369319,NA,LHyb,2,WCT/LHyb,1
PIT_79058,migration,0,0,0,NA,0.543256997,2.534240548,NA,HHyb,3,HHyb,2
PIT_615806,migration,0,0,0,NA,0.511111111,2.347275215,NA,HHyb,3,HHyb,2
PIT_79056,migration,0,0,0,NA,0.206650831,0.576488195,NA,LHyb,2,WCT/LHyb,1
PIT_79065,migration,0,0,0,NA,0.001079914,-0.619143338,NA,WCT,1,WCT/LHyb,1
PIT_137838,migration,0,0,0,NA,0.001831502,-0.614771988,NA,WCT,1,WCT/LHyb,1
PIT_89238,migration,0,0,0,NA,0.194128788,0.5036581,NA,LHyb,2,WCT/LHyb,1
PIT_79060,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713779,migration,0,0,0,NA,0.155381944,0.278300597,NA,LHyb,2,WCT/LHyb,1
PIT_137843,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79069,migration,0,0,0,NA,0.001362398,-0.617500368,NA,WCT,1,WCT/LHyb,1
PIT_87968,migration,0,0,0,NA,0.002835539,-0.608932357,NA,WCT,1,WCT/LHyb,1
PIT_89466,migration,0,0,0,NA,0.002808989,-0.609086776,NA,WCT,1,WCT/LHyb,1
PIT_79028,migration,0,0,0,NA,0.000869565,-0.620366759,NA,WCT,1,WCT/LHyb,1
PIT_79071,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79067,migration,0,0,0,NA,0.188135593,0.468800772,NA,LHyb,2,WCT/LHyb,1
PIT_10647,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_137839,migration,0,0,0,NA,0.002272727,-0.612205757,NA,WCT,1,WCT/LHyb,1
PIT_87945,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79078,migration,0,0,0,NA,0.287321063,1.045678461,NA,LHyb,2,WCT/LHyb,1
PIT_87698,migration,0,0,0,NA,0.000892857,-0.62023129,NA,WCT,1,WCT/LHyb,1
PIT_89497,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10686,migration,0,0,0,NA,0.005376344,-0.594154651,NA,LHyb,2,WCT/LHyb,1
PIT_89271,migration,0,0,0,NA,0.604753521,2.891913629,NA,HHyb,3,HHyb,2
PIT_79072,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_510700,migration,0,0,0,NA,0.015799257,-0.533533413,NA,LHyb,2,WCT/LHyb,1
PIT_615157,migration,0,0,0,NA,0.264347826,0.912062641,NA,LHyb,2,WCT/LHyb,1
PIT_713679,migration,0,0,0,NA,0.344076655,1.375777565,NA,LHyb,2,WCT/LHyb,1
PIT_79077,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79066,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
