FishID,dataset,mig.bool2,mig.bool,stray.bool2,stray.bool,prbt,old.std.prbt,F1,HybridClasses3,HC3.int,HybridClasses2,HC2.int
PIT_139819,migration,1,1,NA,NA,0.134446397,-0.787046666,NA,LHyb,2,WCT/LHyb,1
PIT_139873,migration,1,1,NA,NA,0.283854167,-0.32618935,NA,LHyb,2,WCT/LHyb,1
PIT_139593,migration,1,1,NA,NA,0.866258741,1.470272835,NA,HHyb,3,HHyb,2
PIT_139660,migration,1,1,NA,NA,0.265679443,-0.382250387,NA,LHyb,2,WCT/LHyb,1
PIT_139853,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_139629,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_139415,migration,1,1,NA,NA,0.891418564,1.547879833,NA,HHyb,3,HHyb,2
PIT_139645,migration,1,1,NA,NA,0.331293706,-0.179859218,NA,LHyb,2,WCT/LHyb,1
PIT_139822,migration,1,1,NA,NA,0.729020979,1.046954646,NA,HHyb,3,HHyb,2
PIT_139869,migration,1,1,NA,NA,0.493870403,0.321618451,NA,LHyb,2,WCT/LHyb,1
PIT_139442,migration,1,1,NA,NA,0.770506108,1.174918039,NA,HHyb,3,HHyb,2
PIT_133988,migration,1,1,NA,NA,0.00779896,-1.177698356,NA,LHyb,2,WCT/LHyb,1
PIT_139508,migration,1,1,NA,NA,0.499125874,0.33782927,NA,LHyb,2,WCT/LHyb,1
PIT_139573,migration,1,1,NA,NA,0.356630824,-0.101705343,NA,LHyb,2,WCT/LHyb,1
PIT_139565,migration,1,1,NA,NA,0.257391304,-0.407815653,NA,LHyb,2,WCT/LHyb,1
PIT_139538,migration,1,1,NA,NA,0.271853147,-0.363207223,NA,LHyb,2,WCT/LHyb,1
PIT_139581,migration,1,1,NA,NA,0.751736111,1.117020846,NA,HHyb,3,HHyb,2
PIT_139406,migration,1,1,NA,NA,0.889565217,1.542163072,NA,HHyb,3,HHyb,2
PIT_139461,migration,1,1,NA,NA,0.930051813,1.66704643,NA,HHyb,3,HHyb,2
PIT_89184,migration,1,1,NA,NA,0.847487002,1.412370269,NA,HHyb,3,HHyb,2
PIT_89169,migration,1,1,NA,NA,0.675043328,0.880457312,NA,HHyb,3,HHyb,2
PIT_139440,migration,1,1,NA,NA,0.999090909,1.880001703,NA,HHyb,3,HHyb,2
PIT_89185,migration,1,1,NA,NA,0.442608696,0.163498611,NA,LHyb,2,WCT/LHyb,1
PIT_89180,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_615740,migration,1,1,NA,NA,0.9921875,1.85870772,NA,HHyb,3,HHyb,2
PIT_615547,migration,1,1,NA,NA,0.774782609,1.188109165,NA,HHyb,3,HHyb,2
PIT_139403,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_139657,migration,1,1,NA,NA,0.24567474,-0.443956105,NA,LHyb,2,WCT/LHyb,1
PIT_615219,migration,1,1,NA,NA,0.927689594,1.659760022,NA,HHyb,3,HHyb,2
PIT_89175,migration,1,1,NA,NA,0.907599309,1.597790321,NA,HHyb,3,HHyb,2
PIT_615110,migration,1,1,NA,NA,0.013888889,-1.158913601,NA,LHyb,2,WCT/LHyb,1
PIT_615133,migration,1,1,NA,NA,0.316521739,-0.225424245,NA,LHyb,2,WCT/LHyb,1
PIT_713514,migration,1,1,NA,NA,0.406909789,0.05338317,NA,LHyb,2,WCT/LHyb,1
PIT_713571,migration,1,1,NA,NA,0.233962264,-0.480083946,NA,LHyb,2,WCT/LHyb,1
PIT_713529,migration,1,1,NA,NA,0.712053571,0.994617648,NA,HHyb,3,HHyb,2
PIT_89216,migration,1,1,NA,NA,0.093023256,-0.914818853,NA,LHyb,2,WCT/LHyb,1
PIT_89202,migration,1,1,NA,NA,0.314759036,-0.230861409,NA,LHyb,2,WCT/LHyb,1
PIT_89262,migration,1,1,NA,NA,0.862344583,1.458199378,NA,HHyb,3,HHyb,2
PIT_713537,migration,1,1,NA,NA,0.481060606,0.282105856,NA,LHyb,2,WCT/LHyb,1
PIT_713639,migration,1,1,NA,NA,0.984070796,1.833671255,NA,HHyb,3,HHyb,2
PIT_89243,migration,1,1,NA,NA,0.027777778,-1.116072482,NA,LHyb,2,WCT/LHyb,1
PIT_89230,migration,1,1,NA,NA,0.022727273,-1.13165107,NA,LHyb,2,WCT/LHyb,1
PIT_89229,migration,1,1,NA,NA,0.000862069,-1.199095617,NA,WCT,1,WCT/LHyb,1
PIT_87704,migration,1,1,NA,NA,0.977485929,1.813359834,NA,HHyb,3,HHyb,2
PIT_87702,migration,1,1,NA,NA,0.106145251,-0.874343265,NA,LHyb,2,WCT/LHyb,1
PIT_713502,migration,1,1,NA,NA,0.510223048,0.372059175,NA,HHyb,3,HHyb,2
PIT_713510,migration,1,1,NA,NA,0.002599653,-1.193735933,NA,WCT,1,WCT/LHyb,1
PIT_87687,migration,1,1,NA,NA,0.813148789,1.306451971,NA,HHyb,3,HHyb,2
PIT_89283,migration,1,1,NA,NA,0.001996008,-1.195597913,NA,WCT,1,WCT/LHyb,1
PIT_615059,migration,1,1,NA,NA,0.03362069,-1.098049666,NA,LHyb,2,WCT/LHyb,1
PIT_87700,migration,1,1,NA,NA,0.488754325,0.305837599,NA,LHyb,2,WCT/LHyb,1
PIT_87697,migration,1,1,NA,NA,0.858047016,1.444943272,NA,HHyb,3,HHyb,2
PIT_87721,migration,1,1,NA,NA,0.985344828,1.837601084,NA,HHyb,3,HHyb,2
PIT_713578,migration,1,1,NA,NA,0.629666012,0.740488232,NA,HHyb,3,HHyb,2
PIT_89249,migration,1,1,NA,NA,0.27734375,-0.346271125,NA,LHyb,2,WCT/LHyb,1
PIT_713501,migration,1,1,NA,NA,0.597806216,0.642214762,NA,HHyb,3,HHyb,2
PIT_87744,migration,1,1,NA,NA,0.994318182,1.865279937,NA,HHyb,3,HHyb,2
PIT_87717,migration,1,1,NA,NA,0.183139535,-0.636849732,NA,LHyb,2,WCT/LHyb,1
PIT_87739,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_713548,migration,1,1,NA,NA,0.461538462,0.221888621,NA,LHyb,2,WCT/LHyb,1
PIT_96051,migration,1,1,NA,NA,0.976744186,1.811071882,NA,HHyb,3,HHyb,2
PIT_713518,migration,1,1,NA,NA,0.579861111,0.586861998,NA,HHyb,3,HHyb,2
PIT_96046,migration,1,1,NA,NA,0.962135922,1.766011807,NA,HHyb,3,HHyb,2
PIT_254023,migration,1,1,NA,NA,0.960207612,1.760063818,NA,HHyb,3,HHyb,2
PIT_96112,migration,1,1,NA,NA,0.263716814,-0.388304235,NA,LHyb,2,WCT/LHyb,1
PIT_96107,migration,1,1,NA,NA,0.880035026,1.512766621,NA,HHyb,3,HHyb,2
PIT_96114,migration,1,1,NA,NA,0.006118881,-1.182880662,NA,LHyb,2,WCT/LHyb,1
PIT_253998,migration,1,1,NA,NA,0.951923077,1.734509668,NA,HHyb,3,HHyb,2
PIT_253870,migration,1,1,NA,NA,0.493727599,0.321177963,NA,LHyb,2,WCT/LHyb,1
PIT_254006,migration,1,1,NA,NA,0.391866913,0.006982508,NA,LHyb,2,WCT/LHyb,1
PIT_96123,migration,1,1,NA,NA,0.253937008,-0.418470639,NA,LHyb,2,WCT/LHyb,1
PIT_254003,migration,1,1,NA,NA,0.404233871,0.045129139,NA,LHyb,2,WCT/LHyb,1
PIT_96126,migration,1,1,NA,NA,0.17464539,-0.663050437,NA,LHyb,2,WCT/LHyb,1
PIT_96108,migration,1,1,NA,NA,0.410211268,0.063566782,NA,LHyb,2,WCT/LHyb,1
PIT_253875,migration,1,1,NA,NA,0.115853659,-0.844397092,NA,LHyb,2,WCT/LHyb,1
PIT_253892,migration,1,1,NA,NA,0.987804878,1.845189257,NA,HHyb,3,HHyb,2
PIT_253898,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_96061,migration,1,1,NA,NA,0.040069686,-1.078157347,NA,LHyb,2,WCT/LHyb,1
PIT_96053,migration,1,1,NA,NA,0.000866551,-1.199081792,NA,WCT,1,WCT/LHyb,1
PIT_253981,migration,1,1,NA,NA,0.838768116,1.385476337,NA,HHyb,3,HHyb,2
PIT_253975,migration,1,1,NA,NA,0.357773852,-0.098179604,NA,LHyb,2,WCT/LHyb,1
PIT_96128,migration,1,1,NA,NA,0.954054054,1.741082796,NA,HHyb,3,HHyb,2
PIT_253924,migration,1,1,NA,NA,0.487547893,0.302116286,NA,LHyb,2,WCT/LHyb,1
PIT_713571,migration,1,1,NA,NA,0.233962264,-0.480083946,NA,LHyb,2,WCT/LHyb,1
PIT_253890,migration,1,1,NA,NA,0.751082251,1.115003976,NA,HHyb,3,HHyb,2
PIT_96069,migration,1,1,NA,NA,0.383977901,-0.017351628,NA,LHyb,2,WCT/LHyb,1
PIT_253976,migration,1,1,NA,NA,0.995395948,1.868604372,NA,HHyb,3,HHyb,2
PIT_254132,migration,1,1,NA,NA,0.998191682,1.877227983,NA,HHyb,3,HHyb,2
PIT_254000,migration,1,1,NA,NA,0.004332756,-1.188390072,NA,WCT,1,WCT/LHyb,1
PIT_96043,migration,1,1,NA,NA,0.972996516,1.799511967,NA,HHyb,3,HHyb,2
PIT_253848,migration,1,1,NA,NA,0.387429644,-0.006704517,NA,LHyb,2,WCT/LHyb,1
PIT_96110,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_254051,migration,1,1,NA,NA,0.490299824,0.310604784,NA,LHyb,2,WCT/LHyb,1
PIT_254052,migration,1,1,NA,NA,0.477223427,0.270269845,NA,LHyb,2,WCT/LHyb,1
PIT_96118,migration,1,1,NA,NA,0.110820244,-0.859922966,NA,LHyb,2,WCT/LHyb,1
PIT_254121,migration,1,1,NA,NA,0.693078324,0.936087349,NA,HHyb,3,HHyb,2
PIT_96073,migration,1,1,NA,NA,0.000865052,-1.199086415,NA,WCT,1,WCT/LHyb,1
PIT_7445094,migration,1,1,NA,NA,0.18040293,-0.645290956,NA,LHyb,2,WCT/LHyb,1
PIT_7421618,migration,1,1,NA,NA,0.494604317,0.323882253,NA,LHyb,2,WCT/LHyb,1
PIT_87739,migration,1,1,NA,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_254074,migration,1,1,NA,NA,0.988616462,1.847692637,NA,HHyb,3,HHyb,2
PIT_254091,migration,1,1,NA,NA,0.742857143,1.089633132,NA,HHyb,3,HHyb,2
PIT_96340,migration,1,1,NA,NA,0.616258741,0.699132693,NA,HHyb,3,HHyb,2
PIT_96373,migration,1,1,NA,NA,0.711330935,0.992388634,NA,HHyb,3,HHyb,2
PIT_96392,migration,1,1,NA,NA,0.242481203,-0.453806763,NA,LHyb,2,WCT/LHyb,1
PIT_713406,migration,1,1,NA,NA,0.113970588,-0.850205539,NA,LHyb,2,WCT/LHyb,1
PIT_96350,migration,1,1,NA,NA,0.777027027,1.195032209,NA,HHyb,3,HHyb,2
PIT_254094,migration,1,1,NA,NA,0.999136442,1.880142152,NA,HHyb,3,HHyb,2
PIT_254133,migration,1,1,NA,NA,0.106514085,-0.873205574,NA,LHyb,2,WCT/LHyb,1
PIT_254043,migration,1,1,NA,NA,0.996409336,1.871730229,NA,HHyb,3,HHyb,2
PIT_96372,migration,1,1,NA,NA,0.015570934,-1.153725232,NA,LHyb,2,WCT/LHyb,1
PIT_96359,migration,1,1,NA,NA,0.370938628,-0.057572055,NA,LHyb,2,WCT/LHyb,1
PIT_96356,migration,1,1,NA,NA,0.677361854,0.887608946,NA,HHyb,3,HHyb,2
PIT_96408,migration,1,1,NA,NA,0.148506151,-0.743678503,NA,LHyb,2,WCT/LHyb,1
PIT_96423,migration,1,1,NA,NA,0.18728223,-0.624071339,NA,LHyb,2,WCT/LHyb,1
PIT_96352,migration,1,1,NA,NA,0.435166994,0.14054423,NA,LHyb,2,WCT/LHyb,1
PIT_96405,migration,1,1,NA,NA,0.879188713,1.510156117,NA,HHyb,3,HHyb,2
PIT_96339,migration,1,1,NA,NA,0.001745201,-1.196371542,NA,WCT,1,WCT/LHyb,1
PIT_96382,migration,1,1,NA,NA,0.487603306,0.302287211,NA,LHyb,2,WCT/LHyb,1
PIT_254200,migration,1,1,NA,NA,0.624203822,0.723639776,NA,HHyb,3,HHyb,2
PIT_254194,migration,1,1,NA,NA,0.025471698,-1.123185725,NA,LHyb,2,WCT/LHyb,1
PIT_10606,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_10594,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_01667,migration,0,0,0,NA,0.354982206,-0.106790605,NA,LHyb,2,WCT/LHyb,1
PIT_01636,migration,0,0,0,NA,0.005263158,-1.185520191,NA,LHyb,2,WCT/LHyb,1
PIT_01368,migration,0,0,0,NA,0.007306889,-1.179216179,NA,LHyb,2,WCT/LHyb,1
PIT_10622,migration,0,0,0,NA,0.378846154,-0.033180812,NA,LHyb,2,WCT/LHyb,1
PIT_10627,migration,0,0,0,NA,0.445407279,0.17213101,NA,LHyb,2,WCT/LHyb,1
PIT_10614,migration,0,0,0,NA,0.933275563,1.676990282,NA,HHyb,3,HHyb,2
PIT_10631,migration,0,0,0,NA,0.000878735,-1.199044209,NA,WCT,1,WCT/LHyb,1
PIT_10612,migration,0,0,0,NA,0.024347826,-1.126652377,NA,LHyb,2,WCT/LHyb,1
PIT_01517,migration,0,0,0,NA,0.682692308,0.904051054,NA,HHyb,3,HHyb,2
PIT_01521,migration,0,0,0,NA,0.944567627,1.711821337,NA,HHyb,3,HHyb,2
PIT_89383,migration,0,0,0,NA,0.30418251,-0.263485344,NA,LHyb,2,WCT/LHyb,1
PIT_501404,migration,0,0,0,NA,0.195009242,-0.600236902,NA,LHyb,2,WCT/LHyb,1
PIT_89341,migration,0,0,0,NA,0.078389831,-0.959956539,NA,LHyb,2,WCT/LHyb,1
PIT_89353,migration,0,0,0,NA,0.050185874,-1.046953353,NA,LHyb,2,WCT/LHyb,1
PIT_139331,migration,0,0,0,NA,0.076628352,-0.965389928,NA,LHyb,2,WCT/LHyb,1
PIT_89315,migration,0,0,0,NA,0.03030303,-1.108283189,NA,LHyb,2,WCT/LHyb,1
PIT_139049,migration,0,0,0,NA,0.045060659,-1.062762389,NA,LHyb,2,WCT/LHyb,1
PIT_89117,migration,0,0,0,NA,0.817097416,1.31863175,NA,HHyb,3,HHyb,2
PIT_139048,migration,0,0,0,NA,0.204703833,-0.570333349,NA,LHyb,2,WCT/LHyb,1
PIT_615582,migration,0,0,0,NA,0.056866953,-1.02634516,NA,LHyb,2,WCT/LHyb,1
PIT_139965,migration,0,0,0,NA,0.772836538,1.182106391,NA,HHyb,3,HHyb,2
PIT_89349,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_615172,migration,0,0,0,NA,0.995479204,1.86886118,NA,HHyb,3,HHyb,2
PIT_139274,migration,0,0,0,NA,0.550561798,0.496486493,NA,HHyb,3,HHyb,2
PIT_139230,migration,0,0,0,NA,0.784644195,1.218527825,NA,HHyb,3,HHyb,2
PIT_615550,migration,0,0,0,NA,0.687777778,0.919737494,NA,HHyb,3,HHyb,2
PIT_615120,migration,0,0,0,NA,0.75464684,1.125999166,NA,HHyb,3,HHyb,2
PIT_615232,migration,0,0,0,NA,0.726470588,1.03908781,NA,HHyb,3,HHyb,2
PIT_139075,migration,0,0,0,NA,0.000874126,-1.199058426,NA,WCT,1,WCT/LHyb,1
PIT_590763,migration,0,0,0,NA,0.125,-0.816184649,NA,LHyb,2,WCT/LHyb,1
PIT_615111,migration,0,0,0,NA,0.001876173,-1.195967551,NA,WCT,1,WCT/LHyb,1
PIT_615597,migration,0,0,0,NA,0.111418048,-0.858079003,NA,LHyb,2,WCT/LHyb,1
PIT_87809,migration,0,0,0,NA,0.463438735,0.227750128,NA,LHyb,2,WCT/LHyb,1
PIT_87803,migration,0,0,0,NA,0.432637571,0.132742072,NA,LHyb,2,WCT/LHyb,1
PIT_87810,migration,0,0,0,NA,0.107223476,-0.871017414,NA,LHyb,2,WCT/LHyb,1
PIT_615036,migration,0,0,0,NA,0.537523452,0.456268925,NA,HHyb,3,HHyb,2
PIT_615897,migration,0,0,0,NA,0.004918033,-1.18658475,NA,WCT,1,WCT/LHyb,1
PIT_87814,migration,0,0,0,NA,0.166961131,-0.686752999,NA,LHyb,2,WCT/LHyb,1
PIT_87784,migration,0,0,0,NA,0.377952756,-0.035936552,NA,LHyb,2,WCT/LHyb,1
PIT_89499,migration,0,0,0,NA,0.398710866,0.028093095,NA,LHyb,2,WCT/LHyb,1
PIT_89532,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_87781,migration,0,0,0,NA,0.091578947,-0.919273912,NA,LHyb,2,WCT/LHyb,1
PIT_615796,migration,0,0,0,NA,0.437719298,0.148416967,NA,LHyb,2,WCT/LHyb,1
PIT_87750,migration,0,0,0,NA,0.229787234,-0.492962079,NA,LHyb,2,WCT/LHyb,1
PIT_135980,migration,0,0,0,NA,0.537604457,0.45651879,NA,HHyb,3,HHyb,2
PIT_87795,migration,0,0,0,NA,0.304109589,-0.263710273,NA,LHyb,2,WCT/LHyb,1
PIT_615130,migration,0,0,0,NA,0.001988072,-1.195622392,NA,WCT,1,WCT/LHyb,1
PIT_615680,migration,0,0,0,NA,0.000865052,-1.199086415,NA,WCT,1,WCT/LHyb,1
PIT_87817,migration,0,0,0,NA,0.473502304,0.258791816,NA,LHyb,2,WCT/LHyb,1
PIT_87767,migration,0,0,0,NA,0.526173285,0.421258647,NA,HHyb,3,HHyb,2
PIT_87819,migration,0,0,0,NA,0.160852713,-0.705594785,NA,LHyb,2,WCT/LHyb,1
PIT_615900,migration,0,0,0,NA,0.008078995,-1.176834571,NA,LHyb,2,WCT/LHyb,1
PIT_87789,migration,0,0,0,NA,0.394444444,0.014933058,NA,LHyb,2,WCT/LHyb,1
PIT_87752,migration,0,0,0,NA,0.449074074,0.183441461,NA,LHyb,2,WCT/LHyb,1
PIT_87801,migration,0,0,0,NA,0.365248227,-0.075124441,NA,LHyb,2,WCT/LHyb,1
PIT_615535,migration,0,0,0,NA,0.366388309,-0.071607789,NA,LHyb,2,WCT/LHyb,1
PIT_615572,migration,0,0,0,NA,0.400530504,0.033705879,NA,LHyb,2,WCT/LHyb,1
PIT_87759,migration,0,0,0,NA,0.369017632,-0.063497483,NA,LHyb,2,WCT/LHyb,1
PIT_615939,migration,0,0,0,NA,0.000865052,-1.199086415,NA,WCT,1,WCT/LHyb,1
PIT_87805,migration,0,0,0,NA,0.428030303,0.118530675,NA,LHyb,2,WCT/LHyb,1
PIT_615943,migration,0,0,0,NA,0.159594096,-0.709477065,NA,LHyb,2,WCT/LHyb,1
PIT_89574,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_615180,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_615691,migration,0,0,0,NA,0.403225806,0.042019701,NA,LHyb,2,WCT/LHyb,1
PIT_87777,migration,0,0,0,NA,0.05234657,-1.040288555,NA,LHyb,2,WCT/LHyb,1
PIT_87775,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_615676,migration,0,0,0,NA,0.380415945,-0.028338697,NA,LHyb,2,WCT/LHyb,1
PIT_615969,migration,0,0,0,NA,0.298311445,-0.281595,NA,LHyb,2,WCT/LHyb,1
PIT_87811,migration,0,0,0,NA,0.001785714,-1.196246578,NA,WCT,1,WCT/LHyb,1
PIT_615942,migration,0,0,0,NA,0.114606742,-0.848243283,NA,LHyb,2,WCT/LHyb,1
PIT_615793,migration,0,0,0,NA,0.437242798,0.146947174,NA,LHyb,2,WCT/LHyb,1
PIT_87785,migration,0,0,0,NA,0.133512545,-0.789927189,NA,LHyb,2,WCT/LHyb,1
PIT_87766,migration,0,0,0,NA,0.129699248,-0.801689534,NA,LHyb,2,WCT/LHyb,1
PIT_87802,migration,0,0,0,NA,0.0025,-1.194043319,NA,WCT,1,WCT/LHyb,1
PIT_87792,migration,0,0,0,NA,0.013636364,-1.15969253,NA,LHyb,2,WCT/LHyb,1
PIT_615102,migration,0,0,0,NA,0.175600739,-0.660103605,NA,LHyb,2,WCT/LHyb,1
PIT_224010,migration,0,0,0,NA,0.010060362,-1.170722925,NA,LHyb,2,WCT/LHyb,1
PIT_254133,migration,0,0,0,NA,0.106514085,-0.873205574,NA,LHyb,2,WCT/LHyb,1
PIT_87810,migration,0,0,0,NA,0.107223476,-0.871017414,NA,LHyb,2,WCT/LHyb,1
PIT_96129,migration,0,0,0,NA,0.611702128,0.685077544,NA,HHyb,3,HHyb,2
PIT_713441,migration,0,0,0,NA,0.623157895,0.720413551,NA,HHyb,3,HHyb,2
PIT_615796,migration,0,0,0,NA,0.437719298,0.148416967,NA,LHyb,2,WCT/LHyb,1
PIT_96207,migration,0,0,0,NA,0.435714286,0.142232386,NA,LHyb,2,WCT/LHyb,1
PIT_96144,migration,0,0,0,NA,0.24904943,-0.433546669,NA,LHyb,2,WCT/LHyb,1
PIT_96195,migration,0,0,0,NA,0.086142322,-0.936043511,NA,LHyb,2,WCT/LHyb,1
PIT_713499,migration,0,0,0,NA,0.559322034,0.523507971,NA,HHyb,3,HHyb,2
PIT_223864,migration,0,0,0,NA,0.236614853,-0.471901875,NA,LHyb,2,WCT/LHyb,1
PIT_713498,migration,0,0,0,NA,0.687022901,0.91740903,NA,HHyb,3,HHyb,2
PIT_713435,migration,0,0,0,NA,0.207920792,-0.560410444,NA,LHyb,2,WCT/LHyb,1
PIT_223891,migration,0,0,0,NA,0.553225806,0.504703787,NA,HHyb,3,HHyb,2
NOTAG_8_070116,migration,0,0,0,NA,0.443548387,0.166397145,NA,LHyb,2,WCT/LHyb,1
PIT_713458,migration,0,0,0,NA,0.618604651,0.706368794,NA,HHyb,3,HHyb,2
PIT_713437,migration,0,0,0,NA,0.613882863,0.691804153,NA,HHyb,3,HHyb,2
PIT_223903,migration,0,0,0,NA,0.464285714,0.230362686,NA,LHyb,2,WCT/LHyb,1
PIT_223896,migration,0,0,0,NA,0.738853503,1.077283662,NA,HHyb,3,HHyb,2
PIT_223837,migration,0,0,0,NA,0.556818182,0.515784688,NA,HHyb,3,HHyb,2
PIT_96153,migration,0,0,0,NA,0.580060423,0.587476788,NA,HHyb,3,HHyb,2
PIT_713426,migration,0,0,0,NA,0.545617174,0.481234501,NA,HHyb,3,HHyb,2
PIT_89551,migration,0,0,0,NA,0.087301587,-0.932467688,NA,LHyb,2,WCT/LHyb,1
PIT_79092,migration,0,0,0,NA,0,-1.201754721,NA,WCT,1,WCT/LHyb,1
PIT_713518,migration,0,0,0,NA,0.579861111,0.586861998,NA,HHyb,3,HHyb,2
PIT_713413,migration,0,0,0,NA,0.591216216,0.621887507,NA,HHyb,3,HHyb,2
PIT_96204,migration,0,0,0,NA,0.562260536,0.532571959,NA,HHyb,3,HHyb,2
PIT_713481,migration,0,0,0,NA,0.661987041,0.840184404,NA,HHyb,3,HHyb,2
PIT_615741,migration,0,0,0,NA,0.002747253,-1.193280652,NA,WCT,1,WCT/LHyb,1
PIT_223858,migration,0,0,0,NA,0.831140351,1.361948034,NA,HHyb,3,HHyb,2
PIT_713466,migration,0,0,0,NA,0.489776952,0.308991954,NA,LHyb,2,WCT/LHyb,1
PIT_223921,migration,0,0,0,NA,0.555555556,0.511890042,NA,HHyb,3,HHyb,2
PIT_223877,migration,0,0,0,NA,0.611013986,0.682954928,NA,HHyb,3,HHyb,2
PIT_224020,migration,0,0,0,NA,0.08,-0.954989875,NA,LHyb,2,WCT/LHyb,1
PIT_96171,migration,0,0,0,NA,0.104056437,-0.880786338,NA,LHyb,2,WCT/LHyb,1
PIT_96140,migration,0,0,0,NA,0.544091711,0.476529117,NA,HHyb,3,HHyb,2
PIT_96173,migration,0,0,0,NA,0.013274336,-1.160809227,NA,LHyb,2,WCT/LHyb,1
PIT_96159,migration,0,0,0,NA,0.160311958,-0.707262776,NA,LHyb,2,WCT/LHyb,1
PIT_79000,migration,0,0,0,NA,0.137068966,-0.778957193,NA,LHyb,2,WCT/LHyb,1
PIT_96221,migration,0,0,0,NA,0.004347826,-1.188343588,NA,WCT,1,WCT/LHyb,1
PIT_713403,migration,0,0,0,NA,0.575848303,0.574484249,NA,HHyb,3,HHyb,2
PIT_96177,migration,0,0,0,NA,0.005081301,-1.18608114,NA,LHyb,2,WCT/LHyb,1
PIT_139547,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89389,migration,0,0,0,NA,0.497076023,2.265645021,NA,LHyb,2,WCT/LHyb,1
PIT_10619,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89387,migration,0,0,0,NA,0.000897666,-0.62020332,NA,WCT,1,WCT/LHyb,1
PIT_10592,migration,0,0,0,NA,0.535643564,2.48995967,NA,HHyb,3,HHyb,2
PIT_89376,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89378,migration,0,0,0,NA,0.49912892,2.27758498,NA,LHyb,2,WCT/LHyb,1
PIT_10633,migration,0,0,0,NA,0.000897666,-0.62020332,NA,WCT,1,WCT/LHyb,1
PIT_10597,migration,0,0,0,NA,0.001733102,-0.615344298,NA,WCT,1,WCT/LHyb,1
PIT_89380,migration,0,0,0,NA,0.261052632,0.892897295,NA,LHyb,2,WCT/LHyb,1
PIT_89484,migration,0,0,0,NA,0.09406953,-0.078301672,NA,LHyb,2,WCT/LHyb,1
PIT_89466,migration,0,0,0,NA,0.002808989,-0.609086776,NA,WCT,1,WCT/LHyb,1
PIT_89456,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89473,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89386,migration,0,0,0,NA,0.002747253,-0.609445842,NA,WCT,1,WCT/LHyb,1
PIT_89469,migration,0,0,0,NA,0.001801802,-0.614944728,NA,WCT,1,WCT/LHyb,1
PIT_89471,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89468,migration,0,0,0,NA,0.03812825,-0.403664614,NA,LHyb,2,WCT/LHyb,1
PIT_89476,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89458,migration,0,0,0,NA,0.000990099,-0.619665715,NA,WCT,1,WCT/LHyb,1
PIT_89463,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89475,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89489,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89457,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89482,migration,0,0,0,NA,0.494773519,2.25225331,NA,LHyb,2,WCT/LHyb,1
PIT_89452,migration,0,0,0,NA,0.000910747,-0.620127239,NA,WCT,1,WCT/LHyb,1
PIT_89432,migration,0,0,0,NA,0.455017301,2.021025135,NA,LHyb,2,WCT/LHyb,1
PIT_89440,migration,0,0,0,NA,0.264705882,0.914145149,NA,LHyb,2,WCT/LHyb,1
PIT_89443,migration,0,0,0,NA,0.00106383,-0.619236885,NA,WCT,1,WCT/LHyb,1
PIT_89451,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89429,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
